IdData,IdKalimat,Data,DataCleaned,Label,DataEditGreedy,DataEditOptimal,LabelGreedy,LabelOptimal
3,1,"Membaca keluhan yang anda alami, keluhan tersebut memang dapat saja disebabkan oleh efek samping suplemen yang anda konsumsi (terutama jika suplemen tersebut bukan direkomendasikan oleh dokter dan belum banyak penelitian yang jelas mengenai suplemen tersebut), tetapi dapat pula disebabkan oleh beberapa kemungkinan kondisi lain seperti : Radang usus Irritable bowel syndrome (IBS) Infeksi saluran cerna Sindrom dispepsia",baca keluh alami keluh efek samping suplemen konsumsi utama suplemen rekomendasi dokter teliti kena suplemen kondisi radang usus irritable bowel syndrome ibs infeksi salur cerna sindrom dispepsia,F4,0,0,F5,F5
3,2,"Sementara ini, sangat disarankan untuk menghentikan terlebih dahulu konsumsi suplemen penambah nafsu makan tersebut jika memang bukan disarankan oleh dokter dan beralih dengan mengubah pola pikir, pandangan dan makanan anda sehari - hari",saran henti konsumsi suplemen nafsu makan saran dokter alih ubah pola pikir pandang makan,F5,0,0,F5,F5
3,3,"Anda diperbolehkan saja untuk mengonsumsi makanan yang enak sesekali untuk memicu nafsu makan anda, tetapi tetap imbangi dengan makanan yang sehat setiap harinya, terutama asupan sayur dan buah",konsumsi makan enak picu nafsu makan imbang makan sehat utama asupan sayur buah,F5,0,0,F5,F5
3,4,"Untuk mengatasi keluhan anda, anda diperbolehkan saja mengonsumsi obat diare (khususnya untuk memadatkan tinja) sesuai dengan dosis yang ada pada kemasan serta diimbangi dengan menghindari makanan yang sekiranya dpat mengiritasi saluran cerna seperti makanan yang asam dan pedas",keluh konsumsi obat diare khusus padat tinja sesuai dosis kemas imbang hindar makan sekira dpat iritasi salur cerna makan asam pedas,F5,0,0,F5,F5
3,5,"Selain itu, disarankan pula untuk selalu menjaga kebersihan makanan, minuman serta alat makan anda setiap harinya untuk menghindrai terjadinya infeksi pada saluran cerna, lakukan olahraga secara rutin minimal 30 menit per hari sesuai kemampuan anda dan kelola stres dengan baik",saran jaga bersih makan minum alat makan menghindrai infeksi salur cerna laku olahraga rutin minimal menit sesuai kelola stres,F5,1,1,F1,F1
3,6,Semoga membantu,moga bantu,F1,1,1,F1,F1
4,0,"Halo, terima kasih atas pertanyaannya untuk Alodokter",halo terima kasih alodokter,F1,0,0,F1,F1
4,1,Pada dasarnya masalah pada lambung ada bermacam - macam jenisnya,dasar lambung jenis,F3,0,0,F1,F1
4,2,"Bila yang anda maksudkan adalah penyakit asam lambung (GERD), maka umumnya nyeri yang dirasakan adalah nyeri pada ulu hati dan rasa terbakar pada dada",maksud sakit asam lambung gerd nyeri nyeri ulu hati bakar dada,F3,1,1,F3,F3
4,3,Gangguan lambung jarang menimbulkan nyeri hingga ke punggung dan tidak akan menimbulkan nyeri pada tengkuk leher belakang,ganggu lambung jarang timbul nyeri punggung timbul nyeri tengkuk leher,F3,1,1,F3,F3
4,4,"Gangguan pada pankreas dan juga saluran empedu mungkin menyebabkan nyeri yang bisa menjalar ke punggung dan kadang bisa ke bahu juga, namun biasanya tidak akan dirasakan hingga ke leher belakang",ganggu pankreas salur empedu nyeri jalar punggung kadang bahu leher,F3,1,1,F3,F3
4,5,Sebaiknya cobalah ceritakan dengan lebih jelas gejala - gejala apa saja yang anda alami agar kami bisa menganalisis lebih lanjut kemungkinan - kemungkinan penyebabnya,coba cerita gejala gejala alami analisis,F5,1,1,F3,F3
4,6,Untuk mendiagnosis penyakit sebenarnya perlu dilakukan anamnesis (wawancara medis) yang mendalam dan juga pemeriksaan fisik dan pemeriksaan penunjang,diagnosis sakit laku anamnesis wawancara medis periksa fisik periksa tunjang,F5,1,1,F3,F3
4,7,"Namun di masa pandemi virus corona seperti sekarang, anda diharapkan untuk tidak pergi ke dokter kecuali dalam keadaan yang benar - benar mendesak",pandemi virus corona harap pergi dokter kecuali desak,F3,1,1,F3,F3
4,8,"Bila anda mengalami gejala - gejala penyakit asam lambung (misalnya anda merasa mual, kembung, nyeri ulu hati, rasa panas di dada, rasa mengganjal di tenggorok)",alam gejala gejala sakit asam lambung mual kembung nyeri ulu hati panas dada ganjal tenggorok,F3,2,2,Fx,Fx
4,9,"Berikut ini adalah beberapa hal yang bisa anda coba lakukan: Makan lebih sedikit - sedikit namun lebih sering, kunyah makanan anda hingga halus baru telan",coba laku makan kunyah makan halus telan,F5,3,3,F5,F5
4,10,Hindari makan terlalu banyak dan hindari berbaring setelah makan,hindar makan hindar baring makan,F5,3,3,F5,F5
4,11,Tinggikan sandaran kepala anda saat tidur,sandar kepala tidur,F5,3,3,F5,F5
4,12,"Hindari makan makanan yang terlalu berlemak / berminyak, terlalu pedas dan terlalu asam, serta hindari makan maknana yang banyak menghasilkan gas untuk sementara waktu",hindar makan makan lemak minyak pedas asam hindar makan maknana hasil gas,F5,3,3,F5,F5
4,13,"Hindari merokok, minum alkohol dan juga kopi",hindar rokok minum alkohol kopi,F5,4,4,Fx,Fx
4,14,Turunkan berat badan bila terdapat berat badan berlebih,turun berat badan berat badan,F5,4,4,Fx,Fx
4,15,"Sekian informasi dari saya, semoga cukup menjawab",sekian informasi moga,F1,4,4,Fx,Fx
5,0,Halo saudara Eva,halo saudara eva,F1,0,0,F1,F1
5,1,Pemberian makanan pendamping ASI (MPASI) terlalu dini pada anak memiliki banyak dampak bagi anak,makan damping asi mpasi anak milik dampak anak,F3,1,1,Fx,Fx
5,2,"Beberapa risiko yang dapat terjadi apabila diberikan terlalu dini yaitu adanya risiko aspirasi (masuknya makanan ke jalan pernafasan bayi), bayi tidak mendapatkan asupan makanan yang cukup dan tidak memiliki daya tahan tubuh yang bagus, risiko kelebihan berat badan, dan gangguan pencernaan pada bayi seperti Necrotizing enterocolitis (kerusakan usus halus), intoleransi laktosa, alergi susu sapi, dan sebagainya",risiko risiko aspirasi masuk makan jalan nafas bayi bayi asupan makan milik daya tahan tubuh bagus risiko berat badan ganggu cerna bayi necrotizing enterocolitis rusak usus halus intoleransi laktosa alergi susu sapi,F3,1,1,Fx,Fx
5,3,Hal ini dikarenakan bayi memerlukan waktu untuk mendapatkan fungsi pencernaan yang bagus bagi dirinya,bayi fungsi cerna bagus,F3,1,1,Fx,Fx
5,4,Apabila diberikan terlalu dini organ pencernaan tidak akan mampu untuk mengolah makanan tersebut dan berdampak buruk bagi bayi,organ cerna olah makan dampak buruk bayi,F3,2,2,Fx,Fx
5,5,"Berhati - hatilah apabila bayi Anda terus rewel dan menangis, BAB berdarah, perut kembung, mencret, atau lemas",hati hati bayi rewel tangis bab darah perut kembung mencret lemas,F3,3,3,F3,F3
5,6,Hal ini dapat menjadi tanda bahwa terjadi sesuatu bagi bayi Anda,tanda bayi,F3,3,3,F3,F3
5,7,"Kembalilah menggunakan ASI, karena ASI adalah makanan utama bagi bayi bawah 6 bulan",asi asi makan utama bayi,F3,3,3,F3,F3
5,8,ASI memiliki banyak manfaat bagi ibu dan bayi,asi milik manfaat bayi,F3,3,3,F3,F3
5,9,"Bagi ibu ASI dapat meningkatkan bounding antara bayi dan ibu, menghambat kesuburan sehingga dapat dipergunakan sebagai kontrasepsi alami, serta murah karena tidak memerlukan biaya",asi tingkat bounding bayi hambat subur kontrasepsi alami murah biaya,F3,3,3,F3,F3
5,10,"Sedangkan bagi bayi ASI dapat meningkatkan sistem kekebalan tubuh, berat badan ideal, dan tulang lebih kuat",bayi asi tingkat sistem kebal tubuh berat badan ideal tulang kuat,F3,3,3,F3,F3
5,11,"Berikanlah ASI eksklusif selama 6 bulan, baru diberikan makanan pendamping ASI",ikan asi eksklusif makan damping asi,F5,3,3,F3,F3
5,12,Anda dapat membaca link berikut untuk menambah wawasan Urutan pemberian makanan pendamping ASI pada anak,baca link wawas urut makan damping asi anak,F5,4,4,F5,F5
5,13,"Semoga bermanfaat, terima kasih",moga manfaat terima kasih,F1,4,4,F5,F5
6,0,Halo Terima kasih atas pertanyaannya pada Alodokter,halo terima kasih alodokter,F1,0,0,F5,F5
6,1,Obat prednicort memiliki kandungan aktif methylprednisolone yang termasuk kedalam golongan obat kortikosteroid,obat prednicort milik kandung aktif methylprednisolone masuk golong obat kortikosteroid,F3,0,0,F5,F5
6,2,"Golongan obat ini bekerja dengan menekan sistem kekebalan tubuh dan mengurangi reaksi peradangan serta gejalanya, seperti pembengkakan, nyeri, atau ruam",golong obat kerja tekan sistem kebal tubuh reaksi radang gejala bengkak nyeri ruam,F3,1,1,F6,F6
6,3,"Obat ini memang memiliki efek samping salah satunya pada sistem pencernaan yaitu mual, muntah, dan nyeri pada daerah ulu hati",obat milik efek samping salah sistem cerna mual muntah nyeri daerah ulu hati,F6,1,1,F6,F6
6,4,Jadi sebaiknya obat ini dikonsumsi sekitar 1 jam setelah makan untuk mengurangi efek samping tersebut,obat konsumsi jam makan efek samping,F6,1,1,F6,F6
6,5,"Obat Alloris memiliki kandungan aktif loratadine yang termasuk kedalam golongan obat antihistamin yang dapat meredakan gejala alergi seperti bersin - bersin, ruam kulit, pilek, akibat paparan alergen seperti debu dan lain sebagainya",obat alloris milik kandung aktif loratadine masuk golong obat antihistamin reda gejala alergi bersin bersin ruam kulit pilek akibat papar alergen debu,F3,2,2,F3,F3
6,6,Loratadine ini biasanya akan menimbulkan efek lelah atau mengantuk,loratadine timbul efek lelah antuk,F6,2,2,F3,F3
6,7,Jadi sebaiknya bila setelah mengonsumsi obat ini hindarilah untuk berpergian terutama bila mengendarai kendaraan bermotor sendiri,konsumsi obat hindar berpergian utama kendara kendara motor,F6,2,2,F3,F3
6,8,Kedua obat yang Anda konsumsi sebenarnya merupakan obat simptomatik yang artinya boleh dihentikan penggunaannya bila dosis yang diberikan oleh dokter Anda sudah terpenuhi atau gejala yang timbul sudah hilang,obat konsumsi rupa obat simptomatik arti henti dosis dokter penuh gejala timbul hilang,F3,2,2,F3,F3
6,9,Jadi tidak perlu dikonsumsi secara terus menerus,konsumsi,F3,2,2,F3,F3
6,10,"Untuk keluhan pada lambung, kemungkinan disebabkan oleh obat yang mengandung kortikosteroid, jadi sebaiknya konsumsilah setelah atau saat bersamaan dengan makanan untuk meminimalisir efek samping tersebut",keluh lambung obat kandung kortikosteroid konsumsi makan meminimalisir efek samping,F5,2,2,F3,F3
6,11,Sekian informasi yang dapat kami sampaikan,sekian informasi,F1,2,2,F3,F3
6,12,Semoga bermanfaat dr Winda Indriati,moga manfaat dr winda indriati,F1,3,3,F1,F1
7,0,Halo Jovan,halo jovan,F1,0,0,F1,F1
7,1,"Untuk menghitung usia kehamilan bukan dengan tanggal menikah, tetapi dihitung dengan hari pertama menstruasi terakhir (HPMT)",hitung usia hamil tanggal nikah hitung menstruasi hpmt,F3,0,0,F1,F1
7,2,"Sebagai contoh, seseorang yang menikah tanggal 28 november, tetapi HPMT nya tanggal 10 november, maka kehamilannya akan dihitung sejak 10 november",contoh orang nikah tanggal november hpmt nya tanggal november hamil hitung november,F3,0,0,F1,F1
7,3,"Contoh lainnya wanita yang baru menikah 2 minggu, bisa saja dikatakan sudah hamil 5 minggu karena perhitungannya menurut HPMT dan bukan menurut tanggal menikah",contoh wanita nikah minggu hamil minggu hitung hpmt tanggal nikah,F3,1,1,F3,F3
7,4,Hal tersebut normal,normal,F3,1,1,F3,F3
7,5,Untuk persalinan normal sendiri bisa terjadi pada usia kehamilan 37 - 40 minggu dengan toleransi waktu sampai 42 minggu,salin normal usia hamil minggu toleransi minggu,F3,1,1,F3,F3
7,6,Sedangkan hari perkiraan lahir / HPL yang terhitung melalui rumus HPMT adalah 40 minggu,lahir hpl hitung rumus hpmt minggu,F3,1,1,F3,F3
7,7,"Sebagai contoh pada orang yang HPL nya 28 november, bisa saja melahirkan secara normal 3 minggu sebelum HPL nya",contoh orang hpl nya november lahir normal minggu hpl nya,F3,1,1,F3,F3
7,8,Dengan demikian kami tidak bisa menyimpulkan jawaban dari pertanyaan Anda karena data yang diberikan kurang lengkap,simpul data lengkap,F3,2,2,F5,F5
7,9,"Anda bisa mencoba menghitung HPL dan usia kehamilan teman Anda dengan kalkulator kehamilan yang banyak tersedia di internet, misalnya klik DI SINI",coba hitung hpl usia hamil teman kalkulator hamil sedia internet klik,F5,2,2,F5,F5
7,10,Berikut ini artikel yang berhubungan dengan topik pertanyaan Anda: Menghitung usia kehamilan,artikel hubung topik hitung usia hamil,F5,2,2,F5,F5
7,11,"Terima kasih dan semoga membantu, dr Devika Y",terima kasih moga bantu dr devika y,F1,2,2,F5,F5
8,0,Terima kasih Rahmadina atas pertanyaannya,terima kasih rahmadina,F1,0,0,F2,F2
8,1,Jatuhnya anda sudah terjadi 10 tahun yang lalu,jatuh,F2,0,0,F2,F2
8,2,Yang ditakutkan dari cedera kepala adalah terjadinya perdarahan di dalam tengkorak sehingga menyebabkan meningkatnya tekanan dalam tengkorak,takut cedera kepala darah tengkorak tingkat tekan tengkorak,F4,0,0,F2,F2
8,3,"Meningkatnya tekanan di dalam tengkorak dapat menyebabkan sakit kepala, mual, muntah, penurunan kesadaran bahkan sampai meninggal",tingkat tekan tengkorak sakit kepala mual muntah turun sadar tinggal,F3,1,1,F4,F4
8,4,"Namun tentu saja bila memang terjadi perdarahan di dalam tengkorak, gejala tersebut akan muncul sebelum 10 tahun",darah tengkorak gejala muncul,F3,1,1,F4,F4
8,5,Pemeriksaan EEG adalah pemeriksaan untuk melihat aktivitas listrik di otak,periksa eeg periksa lihat aktivitas listrik otak,F3,1,1,F4,F4
8,6,"Pada orang yang epilepsi, akan terlihat aktivitas gelombang listrik yang meningkat",orang epilepsi lihat aktivitas gelombang listrik tingkat,F3,2,2,Fx,Fx
8,7,"Bila memang aktivitas listrik dalam otak anda normal tetapi anda masih mengalami keluhan - keluhan tersebut, sebaiknya anda memeriksakan diri kembali ke dokter spesialis saraf",aktivitas listrik otak normal alam keluh keluh periksa dokter spesialis saraf,F3,3,3,Fx,Fx
8,8,Kemungkinan anda akan dilakukan pencitraan pada kepala,laku citra kepala,F3,4,4,F3,F3
8,9,"Karena hal - hal yang dapat meningkatkan tekanan di dalam tengkorak tidak hanya perdarahan, tetapi juga tumor, infeksi",tingkat tekan tengkorak darah tumor infeksi,F3,4,4,F3,F3
8,10,"Selain itu, gejala yang anda keluhkan, bisa juga akibat adanya kelainan pembuluh darah di otak (arteri venous malformation / AVM)",gejala keluh akibat buluh darah otak arteri venous malformation avm,F3,4,4,F3,F3
8,11,Di mana hal yang ditakutkan dari AVM adalah pecahnya pembuluh darah tersebut,takut avm pecah buluh darah,F3,4,4,F3,F3
8,12,"Selain hal yang telah disebutkan di atas, penyebab sakit kepala juga dapat berupa : 1 Sakit kepala tipe tegang",sakit kepala rupa sakit kepala tipe tegang,F3,4,4,F3,F3
8,13,2 Sakit kepala tipe klaster,sakit kepala tipe klaster,F3,4,4,F3,F3
8,14,3 Migraine,migraine,F3,4,4,F3,F3
8,15,4 dan lain - lain,,F3,5,5,Fx,Fx
8,16,Anda dapat membacanya di sini: sakit kepala (1) dan sakit kepala,baca sakit kepala sakit kepala,F3,5,5,Fx,Fx
8,17,(2) Menjawab pertanyaan anda mengenai IKALEP,kena ikalep,F3,6,6,F5,F5
8,18,IKALEP adalah sebuah obat yang berisi asam valproat,ikalep buah obat isi asam valproat,F3,6,6,F5,F5
8,19,"Asam valproat memang sering digunakan untuk pasien epilepsi, namun, asam valproat juga mempunyai efek sebagai pencegah serangan migraine",asam valproat pasien epilepsi asam valproat efek cegah serang migraine,F3,6,6,F5,F5
8,20,Untuk lebih detailnya anda dapat menghubungi kembali dokter spesialis saraf anda,detail hubung dokter spesialis saraf,F3,6,6,F5,F5
8,21,"Sementara itu di rumah, sebaiknya anda beristirahat yang cukup, memperhatikan faktor - faktor apa saja yang membuat sakit kepala anda kumat",rumah istirahat hati faktor faktor sakit kepala kumat,F5,6,6,F5,F5
8,22,Anda juga dapat mengonsumsi obat - obat anti nyeri seperti paracetamol bila sakit anda kumat,konsumsi obat obat anti nyeri paracetamol sakit kumat,F3,7,7,Fx,Fx
8,23,"Untuk penggunaan obat, sebaiknya dosis dan waktunya disesuaikan dengan anjuran dokter",obat dosis sesuai anjur dokter,F3,7,7,Fx,Fx
8,24,"Demikian jawaban dari saya, semoga membantu, Andika Surya",moga bantu andika surya,F1,8,8,F1,F1
9,0,Halo Fachriani,halo fachriani,F1,0,0,Fx,Fx
9,1,Terima kasih atas pertanyaan Anda,terima kasih,F1,1,1,F3,F3
9,2,Darah menstruasi pada umumnya berwarna kemerahan seperti darah,darah menstruasi warna merah darah,F3,1,1,F3,F3
9,3,"Jika selama menstruasi Anda mengeluarkan darah yang berwarna kecoklatan, maka hal ini dapat disebabkan oleh berbagai macam penyebab, diantaranya sebagai berikut ini : Terdapatnya jaringan fibroid dalam rahim",menstruasi darah warna coklat jaring fibroid rahim,F4,1,1,F3,F3
9,4,Sisa darah menstruasi yang mengering,sisa darah menstruasi kering,F4,1,1,F3,F3
9,5,Kista cokelat yang pecah,kista cokelat pecah,F4,1,1,F3,F3
9,6,Gangguan pembekuan darah,ganggu beku darah,F4,2,2,F4,F4
9,7,"Obstruksi darah menstruasi == polip, mioma, dan lain – lain",obstruksi darah menstruasi polip mioma,F4,2,2,F4,F4
9,8,Pembesaran uterus dan lain – lain,uterus,F4,2,2,F4,F4
9,9,"Untuk mengetahui dengan pasti penyebab dari kondisi yang Anda alami saat ini, kami sangat menyarankan kepada Anda untuk segera mengunjungi Dokter Spesialis Kebidanan dan Kandungan agar dilakukan serangkaian pemeriksaan lebih lanjut seperti pemeriksaan fisik, tes darah, USG Obgyn, dan lain – lain sehingga penyebab pasti dari kondisi Anda diketahui dan akhirnya penanganan yang tepat dapat diberikan",kondisi alami saran kunjung dokter spesialis bidan kandung laku rangkai periksa periksa fisik tes darah usg obgyn kondisi tangan,F5,3,3,F5,F5
9,10,"Demikian penjelasan yang dapat kami sampaikan, semoga bermanfaat",moga manfaat,F5,3,3,F5,F5
9,11,"Salam, dr Jati",salam dr jati,F1,4,4,F1,F1
10,0,Terima kasih telah bertanya di Alodokter com,terima kasih alodokter com,F1,0,0,F1,F1
10,1,"Keluarnya gumpalan darah dari vagina dapat disebabkan oleh : pertanda menstruasi normal penyakit yang menyebabkan kelainan menstruasi: PCOS, kista ovarium, mioma uteri, kelainan tiroid kanker serviks",gumpal darah vagina tanda menstruasi normal sakit menstruasi pcos kista ovarium mioma uteri tiroid kanker serviks,F4,1,1,F4,F4
